12111414;15648228450
12110809;15088530748
11812628;15613461351
11612519;18695976535
12011919;18957760110
11311100;15015836603
11610329;15082403377
11112326;13838231084
11610803;13909231636
11110725;18980805234
12012220;15028279376
11112911;13872798954
12112727;15662365107
11710106;15608040152
11211510;15605395407
11910621;13938227972
12212123;18908173824
12111625;18678419999
12111906;13848256680
11711710;15659160287
11711701;15656026139
11510201;18983135639
11810914;18643905431
11612521;18998586749
12110421;13891114271
11212200;18675499803
11411929;15616426004
11611508;15636960302
11911204;13929836941
12012309;15041003332
11210120;13987264599
12211614;15070303753
11811426;13830333964
11810625;18622890184
11312521;13891971811
11212008;13821309686
11210622;15636249914
11311906;13963976928
11211002;18924197525
11612024;13970817292
11910916;13982600859
11611210;13933012299
11510416;13853290517
11611627;18690580198
11910210;13951024215
12111307;18931182645
11411314;15637550207
11611227;13932852743
11911804;13860891882
12111613;13856749672
11511523;18910019042
11510013;13930284659
12211518;15654771734
11210008;15003945587
11612609;13849533904
11510326;13986643179
11710803;15040270297
11612301;15097750967
11611811;13976277480
11510305;18601984515
11810112;18991801109
11511922;18638799648
11710512;13932324056
11712202;13925252488
11512408;18639197649
11812006;13902204580
11611101;13957306066
11112918;15648043188
11710029;18957621651
12011319;18641154719
11112316;15090666285
12212006;13894495130
11512118;13943330557
11411901;15005657290
12212215;13896412880
12112001;15691335568
11412713;18699239326
11510427;18902436646
12110203;18668717910
11610318;13832293707
12211226;15695281764
11211217;15033852161
11611819;18930364600
11412900;15660705495
12112122;15069566546
11710914;18952324673
11212711;18658605272
11211610;18666463748
11412106;13883896077
11712016;15676339540
11811304;15085745621
11710012;15612372969
12010008;13826019898
11810206;15051980900
11310620;18940947434
11512413;13822330958
11812826;13951342870
11912215;18906077064
11910723;13841249541
11610317;13934970262
12211326;13857113998
11610101;18699338307
11412820;18665305291
11712019;15659504876
11211219;15639968841
12012820;13805440014
11111510;15071361392
12011723;15684292691
12010225;13944468545
11212524;13981892390
11412311;15021347865
11911112;15600681584
11711514;13997748487
11410502;18937004621
11412623;18913709126
11810104;13924863552
11710008;13908490013
11210425;15029521800
12011708;18936331523
12011424;15681418158
12210529;15034261239
11511312;15086821816
11111605;13941316848
11310829;13947319351
11411019;13802785616
11812007;18966855678
11510816;15626473469
11812407;13913280853
11812728;15014782427
12010120;15617066125
11712325;15067783063
11710818;15622407318
11311712;15657072117
12010313;15098059461
11310324;13867209171
11211017;13933700776
11712200;13918098997
11311901;15066175538
11412011;15624601488
11610326;18649276288
11211429;13888867967
11310313;15037128173
11411425;13968050454
12110429;18904726351
12110020;13962102137
11510209;18684691080
12011702;13913298284
12012922;15094646510
11211210;13950258526
11912320;15019139646
11110405;18943805369
11211620;15039530124
11511403;13953574065
11911604;13834712519
11910015;13975605074
11710304;13947733265
11210026;15051773106
11210906;13969020238
11211721;15051381078
11812209;18638300869
11810021;13974711615
11610022;13837332637
11710522;13847306454
12110704;15044189671
11612502;15077767818
11612410;15601927407
11611500;18649382405
11112520;13884191170
12112312;18969987402
11910106;18631626712
11410421;13994010802
11112116;13834907428
11912713;18942952860
11210708;13927999733
12212407;15686777514
11112504;15602715703
12010902;15607919844
11811307;15058014776
11911627;13912901670
12211913;15075997121
12112006;18936329960
11710828;13897824252
11610900;15667741606
11610600;18923081948
12110325;13991194384
12111219;15656054124
11112822;13890821768
11910717;15083663048
12212108;13900350627
11711609;18908203198
12112210;13884091597
12110225;15058335384
11410826;18695296614
11312828;13966547841
12111112;18987756675
11410100;13945479844
11911729;18961189437
12011219;13832927004
11911702;18992126544
11611106;13861191981
11211305;18651860969
11112919;13983180228
11211517;18670171493
11712500;15651177344
12011818;18685658883
11811514;15053796611
11211708;18957695206
11710825;13842545267
12111601;18681271060
11412313;13832687921
11511720;18909695537
11812127;13869683917
11411616;18619187298
11310409;13831725621
11112523;13994163061
12111627;18670303787
12011416;15647985130
12211711;18664254367
11412317;18926328538
11810208;15653467851
12211105;13972571291
11410101;15635108537
11510105;18698244030
11410318;18669476121
11212815;15691425098
11612514;13909788477
12111825;18682004975
11510023;13850673191
11510426;13851979198
12211718;15691537032
11411917;15045639100
11611606;13910040719
12112609;15057996011
11212119;18640776921
11312106;15668442761
11812018;18925403340
11111311;13998207774
11110802;13892932966
11512016;13982065462
11810126;15665588648
11410311;18616903538
11512115;18959715598
11710327;18621769806
11610016;15013323584
11311902;13840211082
11910811;15090285509
11511317;13812729202
11410014;15698201024
11912925;13910781606
11612508;15637211321
11612426;13908204055
11911223;15077553455
11210506;18698722990
12112604;15662126431
12011701;15606761479
11811911;13829691837
11210413;15065481837
11712312;13822403967
12011728;15681759413
11311024;15038403217
11911115;18664619638
11312922;18654131115
12210428;18653845605
11310009;18622474204
11510409;18693605151
11912303;13988771717
11410213;13985048926
11112514;15049305906
11511825;15078634397
12210524;15606709103
11212823;15089757539
11110916;18685857534
11611019;18657056752
11812521;15632395694
11212510;18626102534
11311817;15609201594
11910706;13805244864
12212027;15672327497
11411612;15068229490
11612315;13863852369
12210020;13855475664
11512902;15694718398
11310224;15011638613
12212801;13911518558
11510006;18980108445
11611721;18672443902
12210929;18622164699
12011018;15625169397
11710004;18614883720
12211522;15673757797
12211014;15683948868
12112211;15687147370
12110722;18659430348
12111323;15086706736
11712222;15611521923
12211508;18904797951
11512202;13929714055
11812708;15013857255
12211220;15059073373
11910129;15001561594
11911120;18912328850
11710110;13863391481
11211323;18946670873
12211603;18981774268
11212724;15632679243
11211501;13833189147
11511213;18658136807
11612800;18943286924
12110614;13801466057
12112505;15075333888
12212915;18939713565
11311405;15624803627
11710128;15620472095
11210204;18613342990
11911323;15025038804
